@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
451,'2024/02/28 01:11:54:791',3,-1.73423,0.323599,-1.504097,0.012655,-0.506993,-2.551997,0,0,1
452,'2024/02/28 01:11:54:792',3,-1.85374,0.374191,-3.3898,-0.117242,-0.56039,-2.595795,0,0,1
453,'2024/02/28 01:11:54:793',3,-1.867905,0.221807,-3.217327,-0.085242,-0.561982,-2.610442,0,0,1
454,'2024/02/28 01:11:54:793',3,-1.396995,0.30762,-2.284454,0.033243,-0.51133,-2.601736,0,0,1
455,'2024/02/28 01:11:54:811',3,-0.766173,0.556474,-0.626017,0.243583,-0.453542,-2.608588,0,0,1
456,'2024/02/28 01:11:54:914',3,-0.315587,0.814622,0.11687,0.474468,-0.382297,-2.655938,0,0,1
457,'2024/02/28 01:11:54:916',3,0.035044,1.001777,0.770806,0.653838,-0.284358,-2.734424,0,0,1
458,'2024/02/28 01:11:54:917',3,0.763244,1.235072,1.432576,0.816101,-0.143149,-2.852044,0,0,1
459,'2024/02/28 01:11:54:945',3,0.935549,1.255671,1.753199,0.917438,-0.061719,-2.920486,0,0,1
460,'2024/02/28 01:11:55:007',3,0.835137,1.220985,2.017411,0.94247,-0.051696,-2.907846,0,0,1
461,'2024/02/28 01:11:55:011',3,0.716914,1.008875,2.005227,0.883997,-0.138787,-2.806505,0,0,1
462,'2024/02/28 01:11:55:044',3,0.411914,0.913026,1.938272,0.745297,-0.234645,-2.717246,0,0,1
463,'2024/02/28 01:11:55:186',3,0.405116,0.739457,1.519692,0.472992,-0.363698,-2.649781,0,0,1
464,'2024/02/28 01:11:55:187',3,-1.730838,0.859891,-0.973403,0.116824,-0.480691,-2.657505,0,0,1
465,'2024/02/28 01:11:55:187',3,-1.586525,1.111448,-3.348708,-0.077089,-0.523206,-2.735009,0,0,1
466,'2024/02/28 01:11:55:187',3,-1.667254,0.74644,-3.875696,-0.085175,-0.585131,-2.757911,0,0,1
467,'2024/02/28 01:11:55:211',3,-1.459244,0.260573,-2.210226,0.009093,-0.522495,-2.732127,0,0,1
468,'2024/02/28 01:11:55:361',3,-1.082543,0.383628,-0.984176,0.164628,-0.463598,-2.725336,0,0,1
469,'2024/02/28 01:11:55:362',3,-0.530266,0.633885,-0.107571,0.382082,-0.397446,-2.757642,0,0,1
470,'2024/02/28 01:11:55:362',3,-0.014075,0.819143,0.677492,0.574902,-0.29241,-2.825843,0,0,1
471,'2024/02/28 01:11:55:362',3,0.25356,0.907533,1.035265,0.716082,-0.191221,-2.907698,0,0,1
472,'2024/02/28 01:11:55:377',3,0.623414,1.026009,1.442827,0.84322,-0.079424,-3.016572,0,0,1
473,'2024/02/28 01:11:55:538',3,1.178757,1.07103,2.071598,0.904824,-0.031026,-3.066395,0,0,1
474,'2024/02/28 01:11:55:539',3,1.154052,0.947551,2.186604,0.878386,-0.089511,-3.013238,0,0,1
475,'2024/02/28 01:11:55:539',3,0.842087,0.827289,1.988145,0.748153,-0.221482,-2.894747,0,0,1
476,'2024/02/28 01:11:55:539',3,0.19436,0.681867,1.34221,0.519688,-0.363232,-2.801151,0,0,1
477,'2024/02/28 01:11:55:546',3,-0.837541,0.755684,-0.041834,0.25395,-0.438098,-2.775591,0,0,1
478,'2024/02/28 01:11:55:577',3,-1.429452,0.996299,-2.303445,-0.000542,-0.496418,-2.809279,0,0,1
479,'2024/02/28 01:11:55:717',3,-1.575536,0.600768,-3.380994,-0.046328,-0.563468,-2.817833,0,0,1
480,'2024/02/28 01:11:55:717',3,-1.61814,0.175854,-2.509972,0.002438,-0.539827,-2.792833,0,0,1
481,'2024/02/28 01:11:55:718',3,-1.3585,0.21895,-1.535518,0.147231,-0.473205,-2.776849,0,0,1
482,'2024/02/28 01:11:55:718',3,-0.580652,0.515944,-0.307462,0.341902,-0.402721,-2.796072,0,0,1
483,'2024/02/28 01:11:55:744',3,-0.27484,0.749183,0.199234,0.497877,-0.306807,-2.834165,0,0,1
484,'2024/02/28 01:11:55:819',3,-0.092515,0.978521,0.602885,0.66993,-0.165238,-2.910662,0,0,1
485,'2024/02/28 01:11:55:820',3,0.242103,1.050732,1.07792,0.80382,-0.020856,-3.002655,0,0,1
486,'2024/02/28 01:11:55:844',3,0.757524,1.000523,1.797162,0.911104,0.12117,-3.107947,0,0,1
487,'2024/02/28 01:11:55:988',3,1.036736,1.015293,1.88923,0.954771,0.140253,-3.109726,0,0,1
488,'2024/02/28 01:11:55:988',3,0.818415,0.944342,2.007729,0.937527,0.046308,-2.997207,0,0,1
489,'2024/02/28 01:11:55:989',3,0.306654,0.913419,1.997349,0.829746,-0.107139,-2.839678,0,0,1
490,'2024/02/28 01:11:55:989',3,0.171849,1.039453,1.86933,0.624353,-0.240526,-2.729047,0,0,1
491,'2024/02/28 01:11:56:012',3,-0.003709,1.049739,1.18531,0.36622,-0.363656,-2.672237,0,0,1
492,'2024/02/28 01:11:56:165',3,-1.718946,1.140233,-1.607003,0.02723,-0.446914,-2.684387,0,0,1
493,'2024/02/28 01:11:56:166',3,-1.572734,1.171187,-4.02649,-0.137935,-0.558239,-2.736059,0,0,1
494,'2024/02/28 01:11:56:166',3,-1.713831,0.651107,-3.739741,-0.110133,-0.640703,-2.708497,0,0,1
495,'2024/02/28 01:11:56:167',3,-1.884439,0.04086,-1.97942,0.00131,-0.613075,-2.65988,0,0,1
496,'2024/02/28 01:11:56:178',3,-1.29501,0.332361,-0.840402,0.191065,-0.557798,-2.644905,0,0,1
497,'2024/02/28 01:11:56:344',3,-0.710744,0.667266,-0.148988,0.384231,-0.501162,-2.666159,0,0,0.99
498,'2024/02/28 01:11:56:348',3,-0.146004,1.056246,0.568091,0.60129,-0.387951,-2.727319,0,0,0.99
499,'2024/02/28 01:11:56:348',3,0.307053,1.329633,0.980273,0.793108,-0.235679,-2.832344,0,0,0.99
500,'2024/02/28 01:11:56:348',3,0.892606,1.40129,1.446059,0.916718,-0.10628,-2.935333,0,0,0.99
501,'2024/02/28 01:11:56:350',3,1.540241,1.233913,1.855023,0.980034,-0.062123,-2.963032,0,0,0.99
502,'2024/02/28 01:11:56:499',3,1.266615,1.038195,1.852186,0.952,-0.175301,-2.831834,0,0,0.93
503,'2024/02/28 01:11:56:501',3,0.628281,0.782226,1.85318,0.856172,-0.314829,-2.700199,0,0,0.93
504,'2024/02/28 01:11:56:501',3,0.002546,0.540978,1.253073,0.660856,-0.436956,-2.601778,0,0,0.93
505,'2024/02/28 01:11:56:501',3,-0.413004,0.584367,0.81646,0.403467,-0.475781,-2.590972,0,0,0.93
506,'2024/02/28 01:11:56:511',3,-0.556668,0.801649,-0.493541,0.154975,-0.523454,-2.620661,0,0,0.93
507,'2024/02/28 01:11:56:675',3,-1.438433,0.830691,-2.407307,-0.07017,-0.563628,-2.665872,0,0,0.9
508,'2024/02/28 01:11:56:675',3,-1.349213,0.60436,-3.02247,-0.112629,-0.617352,-2.678493,0,0,0.9
509,'2024/02/28 01:11:56:675',3,-1.3384,0.284514,-2.256984,-0.05843,-0.603957,-2.649258,0,0,0.9
510,'2024/02/28 01:11:56:675',3,-1.125968,0.255776,-1.081802,0.071129,-0.539275,-2.615921,0,0,0.9
511,'2024/02/28 01:11:56:684',3,-0.704001,0.467838,-0.311572,0.254891,-0.464264,-2.60976,0,0,0.9
512,'2024/02/28 01:11:56:711',3,-0.382751,0.625577,0.367242,0.420214,-0.382542,-2.62938,0,0,0.89
513,'2024/02/28 01:11:56:744',3,0.081287,0.722446,0.984707,0.594386,-0.275618,-2.685884,0,0,0.89
514,'2024/02/28 01:11:56:777',3,0.468643,0.810137,1.280807,0.714115,-0.180972,-2.756183,0,0,0.89
515,'2024/02/28 01:11:56:811',3,0.930718,0.819767,1.56513,0.803744,-0.113109,-2.815174,0,0,0.89
516,'2024/02/28 01:11:56:844',3,1.070283,0.762221,1.789942,0.810997,-0.144121,-2.795212,0,0,0.89
517,'2024/02/28 01:11:56:877',3,0.806457,0.647332,1.617087,0.740092,-0.242661,-2.716504,0,0,0.89
518,'2024/02/28 01:11:56:912',3,0.386905,0.465608,1.31031,0.573625,-0.375865,-2.617018,0,0,0.88
519,'2024/02/28 01:11:56:945',3,-0.410095,0.481633,0.612596,0.344097,-0.455499,-2.583822,0,0,0.86
520,'2024/02/28 01:11:56:978',3,-0.697953,0.516406,-0.575688,0.134949,-0.511494,-2.604077,0,0,0.84
521,'2024/02/28 01:11:57:011',3,-1.273093,0.573103,-1.943224,-0.043457,-0.573553,-2.645343,0,0,0.84
522,'2024/02/28 01:11:57:044',3,-1.272605,0.384138,-2.596704,-0.071061,-0.606828,-2.660738,0,0,0.84
523,'2024/02/28 01:11:57:078',3,-1.128539,0.214421,-1.814238,-0.011974,-0.582124,-2.641199,0,0,0.84
524,'2024/02/28 01:11:57:111',3,-0.922969,0.250378,-0.950025,0.116609,-0.513813,-2.618759,0,0,0.85
525,'2024/02/28 01:11:57:145',3,-0.361553,0.437845,0.009834,0.286808,-0.441128,-2.621634,0,0,0.87
526,'2024/02/28 01:11:57:179',3,0.045149,0.556139,0.624756,0.435548,-0.375432,-2.642823,0,0,0.9
527,'2024/02/28 01:11:57:210',3,0.471479,0.615402,1.043805,0.577752,-0.306357,-2.684416,0,0,0.92
528,'2024/02/28 01:11:57:244',3,0.903982,0.5596,1.362968,0.657312,-0.26265,-2.708281,0,0,0.94
529,'2024/02/28 01:11:57:278',3,0.915558,0.494153,1.473124,0.663492,-0.262272,-2.691751,0,0,0.95
530,'2024/02/28 01:11:57:311',3,0.723585,0.420691,1.484095,0.601147,-0.306144,-2.642708,0,0,0.96
531,'2024/02/28 01:11:57:345',3,0.434093,0.324148,1.26601,0.468956,-0.384229,-2.592024,0,0,0.97
532,'2024/02/28 01:11:57:377',3,-0.078212,0.231581,0.886743,0.299756,-0.45237,-2.56273,0,0,0.97
533,'2024/02/28 01:11:57:411',3,-0.582513,0.333233,-0.02767,0.067262,-0.494794,-2.580743,0,0,0.97
534,'2024/02/28 01:11:57:446',3,-1.038725,0.492466,-1.727157,-0.087878,-0.562889,-2.620716,0,0,0.97
535,'2024/02/28 01:11:57:478',3,-1.048943,0.425091,-2.140916,-0.126424,-0.603683,-2.643183,0,0,0.97
536,'2024/02/28 01:11:57:511',3,-1.020766,0.284858,-1.958701,-0.102314,-0.577537,-2.634904,0,0,0.97
537,'2024/02/28 01:11:57:544',3,-0.84686,0.255456,-1.088669,-0.000296,-0.50841,-2.614444,0,0,0.97
538,'2024/02/28 01:11:57:578',3,-0.508135,0.347863,-0.287803,0.127797,-0.44627,-2.608595,0,0,0.98
539,'2024/02/28 01:11:57:612',3,-0.211769,0.439757,0.239859,0.281853,-0.36734,-2.621665,0,0,0.99
540,'2024/02/28 01:11:57:644',3,0.101405,0.496617,0.623143,0.404965,-0.30372,-2.645071,0,0,0.99
541,'2024/02/28 01:11:57:677',3,0.460132,0.490319,1.04302,0.522517,-0.240014,-2.679888,0,0,0.99
542,'2024/02/28 01:11:57:714',3,0.769196,0.442488,1.354228,0.602025,-0.20174,-2.699828,0,0,0.99
543,'2024/02/28 01:11:57:744',3,0.754771,0.35364,1.583328,0.606146,-0.219194,-2.682787,0,0,0.99
544,'2024/02/28 01:11:57:777',3,0.555856,0.291633,1.55132,0.544027,-0.267572,-2.649204,0,0,0.95
545,'2024/02/28 01:11:57:810',3,0.294132,0.193932,1.20047,0.395128,-0.34681,-2.60473,0,0,0.89
546,'2024/02/28 01:11:57:845',3,-0.454679,0.204002,0.472205,0.183888,-0.404107,-2.600386,0,0,0.85
547,'2024/02/28 01:11:57:878',3,-0.59909,0.441896,-0.769216,0.005403,-0.450112,-2.634117,0,0,0.83
548,'2024/02/28 01:11:57:911',3,-0.806704,0.524595,-1.67971,-0.109367,-0.51793,-2.679449,0,0,0.83
549,'2024/02/28 01:11:57:944',3,-0.757813,0.451531,-1.949005,-0.133429,-0.550101,-2.694095,0,0,0.83
550,'2024/02/28 01:11:57:980',3,-0.819396,0.30087,-1.680697,-0.101526,-0.519403,-2.677561,0,0,0.82
551,'2024/02/28 01:11:58:010',3,-0.775703,0.308662,-1.058202,0.000099,-0.459829,-2.652447,0,0,0.81
552,'2024/02/28 01:11:58:045',3,-0.471114,0.376367,-0.358567,0.121631,-0.39686,-2.642648,0,0,0.78
553,'2024/02/28 01:11:58:078',3,-0.309064,0.499846,0.115869,0.281901,-0.305915,-2.648688,0,0,0.76
554,'2024/02/28 01:11:58:111',3,-0.099031,0.595231,0.574891,0.430218,-0.223688,-2.675867,0,0,0.75
555,'2024/02/28 01:11:58:144',3,0.297231,0.611417,1.168476,0.59265,-0.130954,-2.736282,0,0,0.75
556,'2024/02/28 01:11:58:178',3,0.592896,0.566214,1.409578,0.705278,-0.052991,-2.794094,0,0,0.75
557,'2024/02/28 01:11:58:211',3,0.614114,0.492079,1.685153,0.746232,-0.023872,-2.807375,0,0,0.75
558,'2024/02/28 01:11:58:244',3,0.557558,0.47015,1.780905,0.716987,-0.066122,-2.780166,0,0,0.75
559,'2024/02/28 01:11:58:278',3,0.382108,0.491407,1.726229,0.596223,-0.161013,-2.730173,0,0,0.75
560,'2024/02/28 01:11:58:310',3,0.257593,0.505356,1.315813,0.425288,-0.268875,-2.688418,0,0,0.75
561,'2024/02/28 01:11:58:344',3,-0.724227,0.691822,0.067577,0.148838,-0.378724,-2.666109,0,0,0.75
562,'2024/02/28 01:11:58:377',3,-1.019819,0.890383,-1.936009,-0.107858,-0.440848,-2.704332,0,0,0.75
563,'2024/02/28 01:11:58:411',3,-1.134248,0.754246,-2.823946,-0.169942,-0.532613,-2.7325,0,0,0.75
564,'2024/02/28 01:11:58:444',3,-1.008523,0.334783,-2.187881,-0.143646,-0.550459,-2.717512,0,0,0.75
565,'2024/02/28 01:11:58:479',3,-1.107553,0.218237,-1.503257,-0.059569,-0.476193,-2.681638,0,0,0.75
566,'2024/02/28 01:11:58:511',3,-0.763151,0.371831,-0.617356,0.074949,-0.416051,-2.66809,0,0,0.75
567,'2024/02/28 01:11:58:544',3,-0.269913,0.537767,0.173125,0.249484,-0.340973,-2.676996,0,0,0.75
568,'2024/02/28 01:11:58:631',3,0.013376,0.650935,0.605481,0.417056,-0.256008,-2.706731,0,0,0.8
569,'2024/02/28 01:11:58:631',3,0.308283,0.66958,0.999709,0.547939,-0.191122,-2.747381,0,0,0.8
570,'2024/02/28 01:11:58:644',3,0.633256,0.535605,1.358437,0.654933,-0.131732,-2.789168,0,0,0.83
571,'2024/02/28 01:11:58:678',3,0.658019,0.435269,1.479401,0.691855,-0.10055,-2.787406,0,0,0.86
572,'2024/02/28 01:11:58:711',3,0.449492,0.313631,1.590887,0.670139,-0.113162,-2.75529,0,0,0.89
573,'2024/02/28 01:11:58:745',3,0.288154,0.299822,1.422724,0.583741,-0.159377,-2.717617,0,0,0.92
574,'2024/02/28 01:11:58:781',3,0.275866,0.302546,1.181419,0.433135,-0.214611,-2.676711,0,0,0.94
575,'2024/02/28 01:11:58:811',3,-0.097186,0.361978,0.89361,0.252138,-0.276595,-2.648616,0,0,0.97
576,'2024/02/28 01:11:58:845',3,-0.597812,0.679096,-0.633912,-0.002316,-0.344332,-2.65986,0,0,0.99
577,'2024/02/28 01:11:58:877',3,-0.743338,0.754702,-1.79521,-0.170593,-0.444702,-2.703231,0,0,1
578,'2024/02/28 01:11:58:912',3,-0.784858,0.649633,-2.348007,-0.210359,-0.537435,-2.728169,0,0,1
579,'2024/02/28 01:11:58:944',3,-0.890651,0.375465,-1.998755,-0.19702,-0.534978,-2.70727,0,0,1
580,'2024/02/28 01:11:58:978',3,-0.827221,0.288095,-1.352867,-0.126176,-0.485995,-2.673448,0,0,1
581,'2024/02/28 01:11:59:011',3,-0.614164,0.361005,-0.545649,0.015363,-0.430643,-2.644365,0,0,1
582,'2024/02/28 01:11:59:044',3,-0.298325,0.46535,0.000121,0.170599,-0.35809,-2.636368,0,0,1
583,'2024/02/28 01:11:59:079',3,-0.187762,0.552944,0.430398,0.31092,-0.288699,-2.643164,0,0,1
584,'2024/02/28 01:11:59:111',3,-0.005699,0.607652,0.759678,0.474965,-0.213354,-2.679382,0,0,1
585,'2024/02/28 01:11:59:144',3,0.282091,0.585782,1.164941,0.61869,-0.137602,-2.734302,0,0,1
586,'2024/02/28 01:11:59:177',3,0.470588,0.531636,1.375519,0.703034,-0.074424,-2.777751,0,0,1
587,'2024/02/28 01:11:59:212',3,0.632949,0.48636,1.545922,0.746237,-0.042386,-2.791817,0,0,1
588,'2024/02/28 01:11:59:244',3,0.465522,0.445313,1.661951,0.711923,-0.091637,-2.755856,0,0,1
589,'2024/02/28 01:11:59:278',3,0.443347,0.422381,1.336377,0.609716,-0.170746,-2.706535,0,0,1
590,'2024/02/28 01:11:59:311',3,0.208354,0.444848,1.15323,0.415352,-0.299462,-2.64118,0,0,1
591,'2024/02/28 01:11:59:344',3,-0.873485,0.590309,-0.39377,0.150801,-0.399631,-2.625039,0,0,1
592,'2024/02/28 01:11:59:377',3,-0.642157,0.732822,-1.564189,-0.047072,-0.426789,-2.663654,0,0,1
593,'2024/02/28 01:11:59:411',3,-0.873616,0.533727,-2.371429,-0.144941,-0.524299,-2.693688,0,0,1
594,'2024/02/28 01:11:59:444',3,-0.826501,0.29111,-1.99975,-0.135435,-0.536656,-2.684817,0,0,1
595,'2024/02/28 01:11:59:478',3,-0.865947,0.197594,-1.365279,-0.07356,-0.494858,-2.654676,0,0,1
596,'2024/02/28 01:11:59:511',3,-0.620181,0.289169,-0.640102,0.059865,-0.444049,-2.63244,0,0,1
597,'2024/02/28 01:11:59:545',3,-0.283993,0.390278,0.074826,0.21974,-0.390801,-2.629316,0,0,1
598,'2024/02/28 01:11:59:578',3,-0.119201,0.441902,0.459056,0.352655,-0.331831,-2.641982,0,0,1
599,'2024/02/28 01:11:59:610',3,0.047629,0.468542,0.720832,0.494007,-0.261932,-2.679606,0,0,1
600,'2024/02/28 01:11:59:645',3,0.317808,0.430226,0.970979,0.611189,-0.197433,-2.730839,0,0,1
601,'2024/02/28 01:11:59:677',3,0.38816,0.364986,1.170826,0.679375,-0.145605,-2.769954,0,0,1
602,'2024/02/28 01:11:59:712',3,0.475112,0.316858,1.290839,0.712095,-0.111294,-2.804333,0,0,1
603,'2024/02/28 01:11:59:744',3,0.53285,0.304127,1.264864,0.682922,-0.122059,-2.801781,0,0,1
604,'2024/02/28 01:11:59:778',3,0.328304,0.344484,1.194208,0.606016,-0.157649,-2.777604,0,0,1
605,'2024/02/28 01:11:59:810',3,0.379085,0.315323,0.974354,0.460841,-0.224799,-2.747192,0,0,1
606,'2024/02/28 01:11:59:844',3,-0.000338,0.277539,0.616551,0.290965,-0.302847,-2.718266,0,0,1
607,'2024/02/28 01:11:59:877',3,-0.626498,0.453818,-0.831694,0.060805,-0.344379,-2.725673,0,0,1
608,'2024/02/28 01:11:59:910',3,-0.70007,0.580175,-1.783861,-0.077541,-0.410075,-2.760058,0,0,1
609,'2024/02/28 01:11:59:944',3,-0.639026,0.543265,-2.088596,-0.105828,-0.460291,-2.77623,0,0,1
610,'2024/02/28 01:11:59:978',3,-0.596405,0.298916,-1.63517,-0.076005,-0.439682,-2.75367,0,0,1
611,'2024/02/28 01:12:00:011',3,-0.583474,0.222327,-0.899745,0.021111,-0.393797,-2.720439,0,0,1
