@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
369,'2024/02/21 17:43:15:938',7,6.397999,1.188554,8.675975,8.609456,0.328154,3.223284,3.266142,0,0,0,1,0,0,0,0
370,'2024/02/21 17:43:15:967',7,6.697294,1.174913,8.531121,8.469599,0.332354,3.324456,3.368915,0,0,0,1,0,0,0,0
371,'2024/02/21 17:43:16:002',7,6.194489,1.218193,8.630022,8.563583,0.330998,3.263745,3.319409,0,0,0,1,0,0,0,0
372,'2024/02/21 17:43:16:037',7,6.733826,1.184096,8.602611,8.54469,0.329572,3.297734,3.357867,0,0,0,1,0,0,0,0
373,'2024/02/21 17:43:16:071',7,6.457188,1.194178,8.544869,8.486336,0.340927,3.349918,3.406089,0,0,0,1,0,0,0,0
374,'2024/02/21 17:43:16:101',7,6.857743,1.179461,8.544295,8.486675,0.321505,3.215419,3.269384,0,0,0,1,0,0,0,0
375,'2024/02/21 17:43:16:135',7,6.477543,1.257181,8.620039,8.563407,0.318374,3.166896,3.226544,0,0,0,1,0,0,0,0
376,'2024/02/21 17:43:16:170',7,6.992774,1.234267,8.406507,8.358798,0.32717,3.459188,3.511799,0,0,0,1,0,0,0,0
377,'2024/02/21 17:43:16:205',7,6.509109,1.231555,8.550469,8.484738,0.308809,3.28586,3.340776,0,0,0,1,0,0,0,0
378,'2024/02/21 17:43:16:240',7,7.039457,1.223296,8.468387,8.416722,0.316967,3.382615,3.439394,0,0,0,1,0,0,0,0
379,'2024/02/21 17:43:16:269',7,7.009455,1.179327,8.608697,8.551154,0.317159,3.312307,3.367599,0,0,0,1,0,0,0,0
380,'2024/02/21 17:43:16:304',7,7.157607,1.174587,8.510696,8.440715,0.319406,3.381763,3.460247,0,0,0,1,0,0,0,0
381,'2024/02/21 17:43:16:339',7,7.422141,1.121078,8.718975,8.658504,0.306989,3.2463,3.319799,0,0,0,1,0,0,0,0
382,'2024/02/21 17:43:16:368',7,7.255416,0.985877,8.51233,8.48948,0.300101,3.363653,3.432946,0,0,0,1,0,0,0,0
383,'2024/02/21 17:43:16:402',7,7.716221,1.024953,8.742577,8.723194,0.299964,3.273196,3.343731,0,0,0,1,0,0,0,0
384,'2024/02/21 17:43:16:437',7,7.681376,1.008684,8.570084,8.553223,0.285909,3.318697,3.406575,0,0,0,1,0,0,0,0
385,'2024/02/21 17:43:16:466',7,7.997151,1.03103,8.714128,8.684361,0.303166,3.276807,3.357281,0,0,0,1,0,0,0,0
386,'2024/02/21 17:43:16:501',7,7.694415,1.03789,8.610366,8.594321,0.30188,3.344252,3.428313,0,0,0,1,0,0,0,0
387,'2024/02/21 17:43:16:536',7,7.764739,1.024961,8.75341,8.727973,0.314855,3.259382,3.338395,0,0,0,1,0,0,0,0
388,'2024/02/21 17:43:16:571',7,7.523231,1.046765,8.744371,8.711313,0.321209,3.320717,3.390789,0,0,0,1,0,0,0,0
389,'2024/02/21 17:43:16:605',7,7.583642,1.057222,8.711356,8.665104,0.324091,3.334245,3.390508,0,0,0,1,0,0,0,0
390,'2024/02/21 17:43:16:635',7,7.57644,1.110699,8.719826,8.663755,0.310617,3.330254,3.390151,0,0,0,1,0,0,0,0
391,'2024/02/21 17:43:16:675',7,7.614387,1.114319,8.743969,8.682931,0.320058,3.307965,3.378548,0,0,0,1,0,0,0,0
392,'2024/02/21 17:43:16:704',7,7.129385,1.118784,8.717087,8.667565,0.299652,3.321452,3.364585,0,0,0,1,0,0,0,0
393,'2024/02/21 17:43:16:739',7,7.578402,1.132334,8.611942,8.552779,0.308393,3.289378,3.345196,0,0,0,1,0,0,0,0
394,'2024/02/21 17:43:16:768',7,6.836626,1.122303,8.661296,8.585029,0.299407,3.291208,3.342541,0,0,0,1,0,0,0,0
395,'2024/02/21 17:43:16:803',7,7.648312,1.122032,8.628089,8.567052,0.30698,3.306301,3.355857,0,0,0,1,0,0,0,0
396,'2024/02/21 17:43:16:838',7,7.087893,1.120142,8.720991,8.657778,0.302198,3.292744,3.361599,0,0,0,1,0,0,0,0
397,'2024/02/21 17:43:16:867',7,7.458508,1.063322,8.662676,8.613914,0.318589,3.366005,3.418313,0,0,0,1,0,0,0,0
398,'2024/02/21 17:43:16:902',7,7.205554,1.11409,8.691671,8.629719,0.310523,3.315958,3.372278,0,0,0,1,0,0,0,0
399,'2024/02/21 17:43:16:937',7,7.454966,1.091415,8.700388,8.647853,0.312598,3.350294,3.387621,0,0,0,1,0,0,0,0
400,'2024/02/21 17:43:16:976',7,7.650832,1.115488,8.669463,8.617176,0.313223,3.330659,3.383335,0,0,0,1,0,0,0,0
401,'2024/02/21 17:43:17:001',7,7.337132,1.144372,8.633278,8.576157,0.291159,3.352035,3.392815,0,0,0,1,0,0,0,0
402,'2024/02/21 17:43:17:043',7,7.774948,1.107497,8.660254,8.619691,0.299329,3.364634,3.400438,0,0,0,1,0,0,0,0
403,'2024/02/21 17:43:17:071',7,7.36017,1.1183,8.681759,8.614949,0.311381,3.397134,3.432614,0,0,0,1,0,0,0,0
404,'2024/02/21 17:43:17:105',7,7.476176,1.152493,8.64931,8.593912,0.303354,3.375847,3.421836,0,0,0,1,0,0,0,0
405,'2024/02/21 17:43:17:134',7,7.482548,1.126759,8.836229,8.774851,0.316078,3.295109,3.336563,0,0,0,1,0,0,0,0
406,'2024/02/21 17:43:17:175',7,7.559109,1.139637,8.73087,8.670156,0.29626,3.310614,3.352743,0,0,0,1,0,0,0,0
407,'2024/02/21 17:43:17:203',7,7.547735,1.115958,8.819673,8.749516,0.311329,3.320704,3.347073,0,0,0,1,0,0,0,0
408,'2024/02/21 17:43:17:238',7,7.728869,1.118154,8.744009,8.667497,0.294888,3.325611,3.365869,0,0,0,1,0,0,0,0
409,'2024/02/21 17:43:17:267',7,7.489319,1.077893,8.783249,8.707843,0.312659,3.372885,3.400311,0,0,0,1,0,0,0,0
410,'2024/02/21 17:43:17:308',7,7.579955,1.150406,8.758612,8.670185,0.294877,3.346708,3.388802,0,0,0,1,0,0,0,0
411,'2024/02/21 17:43:17:337',7,7.47052,1.095385,8.836986,8.757107,0.316634,3.362553,3.394833,0,0,0,1,0,0,0,0
412,'2024/02/21 17:43:17:372',7,7.545455,1.12247,8.713271,8.638569,0.305806,3.358569,3.402745,0,0,0,1,0,0,0,0
413,'2024/02/21 17:43:17:401',7,7.391749,1.089597,8.869754,8.78839,0.327872,3.321183,3.34443,0,0,0,1,0,0,0,0
414,'2024/02/21 17:43:17:436',7,7.412071,1.157032,8.775826,8.697098,0.312112,3.368157,3.400554,0,0,0,1,0,0,0,0
415,'2024/02/21 17:43:17:470',7,7.571327,1.138033,8.810932,8.735963,0.307571,3.309688,3.350494,0,0,0,1,0,0,0,0
416,'2024/02/21 17:43:17:505',7,7.453152,1.100152,8.720099,8.639935,0.316459,3.37533,3.410142,0,0,0,1,0,0,0,0
417,'2024/02/21 17:43:17:534',7,7.349061,1.133781,8.670067,8.580837,0.312365,3.452753,3.479646,0,0,0,1,0,0,0,0
418,'2024/02/21 17:43:17:570',7,7.446587,1.103996,8.633492,8.532211,0.314845,3.421111,3.449964,0,0,0,1,0,0,0,0
419,'2024/02/21 17:43:17:604',7,7.359056,1.124969,8.731739,8.628618,0.316003,3.416543,3.441573,0,0,0,1,0,0,0,0
420,'2024/02/21 17:43:17:639',7,7.464663,1.113948,8.678169,8.571759,0.31447,3.413377,3.436195,0,0,0,1,0,0,0,0
421,'2024/02/21 17:43:17:668',7,7.772048,1.109933,8.673479,8.58585,0.320677,3.475153,3.519105,0,0,0,1,0,0,0,0
422,'2024/02/21 17:43:17:703',7,7.714835,1.165694,8.666458,8.586258,0.293528,3.373781,3.415542,0,0,0,1,0,0,0,0
423,'2024/02/21 17:43:17:737',7,7.725782,1.071118,8.667648,8.58534,0.312693,3.434252,3.466832,0,0,0,1,0,0,0,0
424,'2024/02/21 17:43:17:766',7,7.545398,1.11085,8.707988,8.607494,0.318849,3.402699,3.443354,0,0,0,1,0,0,0,0
425,'2024/02/21 17:43:17:801',7,7.502024,1.113032,8.634152,8.541251,0.302392,3.386527,3.418416,0,0,0,1,0,0,0,0
426,'2024/02/21 17:43:17:836',7,7.61004,1.168686,8.75446,8.665354,0.316601,3.340424,3.376097,0,0,0,1,0,0,0,0
427,'2024/02/21 17:43:17:871',7,7.672465,1.180162,8.69217,8.60777,0.304554,3.445628,3.49114,0,0,0,1,0,0,0,0
428,'2024/02/21 17:43:17:900',7,7.795351,1.095243,8.686418,8.595294,0.328727,3.365301,3.408889,0,0,0,1,0,0,0,0
429,'2024/02/21 17:43:17:935',7,7.546759,1.160942,8.676336,8.604668,0.302206,3.408132,3.455145,0,0,0,1,0,0,0,0
430,'2024/02/21 17:43:17:970',7,7.929376,1.095462,8.666055,8.591559,0.312425,3.435311,3.487016,0,0,0,1,0,0,0,0
431,'2024/02/21 17:43:18:004',7,7.675388,1.07587,8.713078,8.645997,0.318785,3.437698,3.483056,0,0,0,1,0,0,0,0
432,'2024/02/21 17:43:18:039',7,8.077638,1.088036,8.57455,8.523852,0.300296,3.447533,3.506269,0,0,0,1,0,0,0,0
433,'2024/02/21 17:43:18:068',7,7.456321,1.103469,8.709543,8.637061,0.306476,3.444662,3.490291,0,0,0,1,0,0,0,0
434,'2024/02/21 17:43:18:103',7,7.730079,1.104935,8.725591,8.657156,0.3097,3.412972,3.463885,0,0,0,1,0,0,0,0
435,'2024/02/21 17:43:18:138',7,7.559466,1.058782,8.749242,8.697001,0.328108,3.419241,3.462791,0,0,0,1,0,0,0,0
436,'2024/02/21 17:43:18:173',7,7.454436,1.090801,8.670619,8.622205,0.313953,3.405316,3.457536,0,0,0,1,0,0,0,0
437,'2024/02/21 17:43:18:202',7,7.883714,1.072523,8.744578,8.680468,0.322535,3.394902,3.434602,0,0,0,1,0,0,0,0
438,'2024/02/21 17:43:18:237',7,7.39443,1.107185,8.756303,8.681144,0.32779,3.40484,3.444097,0,0,0,1,0,0,0,0
439,'2024/02/21 17:43:18:272',7,7.899123,1.058962,8.745287,8.67403,0.325218,3.489418,3.514236,0,0,0,1,0,0,0,0
440,'2024/02/21 17:43:18:301',7,7.61959,1.095513,8.756125,8.6974,0.321054,3.445862,3.485151,0,0,0,1,0,0,0,0
441,'2024/02/21 17:43:18:335',7,7.857207,1.065372,8.683161,8.636816,0.329004,3.446813,3.493938,0,0,0,1,0,0,0,0
442,'2024/02/21 17:43:18:370',7,7.583055,1.103174,8.668645,8.604173,0.320456,3.45031,3.505308,0,0,0,1,0,0,0,0
443,'2024/02/21 17:43:18:405',7,7.705932,1.111154,8.630984,8.580748,0.303843,3.477282,3.534743,0,0,0,1,0,0,0,0
444,'2024/02/21 17:43:18:434',7,7.357741,1.069796,8.628004,8.573399,0.319528,3.46342,3.524804,0,0,0,1,0,0,0,0
445,'2024/02/21 17:43:18:469',7,7.746146,1.067282,8.670064,8.599157,0.31791,3.455585,3.511986,0,0,0,1,0,0,0,0
446,'2024/02/21 17:43:18:504',7,7.314319,1.063145,8.596725,8.532481,0.303973,3.46437,3.527176,0,0,0,1,0,0,0,0
447,'2024/02/21 17:43:18:539',7,7.742778,1.058862,8.612931,8.545553,0.319226,3.48219,3.537368,0,0,0,1,0,0,0,0
448,'2024/02/21 17:43:18:575',7,7.159523,1.048327,8.603768,8.529318,0.311261,3.439121,3.490224,0,0,0,1,0,0,0,0
449,'2024/02/21 17:43:18:602',7,7.398672,1.051114,8.6166,8.55165,0.317853,3.482244,3.534069,0,0,0,1,0,0,0,0
450,'2024/02/21 17:43:18:637',7,7.133441,1.021448,8.657144,8.593721,0.327116,3.421963,3.461975,0,0,0,1,0,0,0,0
451,'2024/02/21 17:43:18:667',7,7.473393,1.055759,8.683722,8.612404,0.328682,3.459408,3.494635,0,0,0,1,0,0,0,0
452,'2024/02/21 17:43:18:701',7,7.343742,1.051838,8.680444,8.605731,0.320583,3.380696,3.415223,0,0,0,1,0,0,0,0
453,'2024/02/21 17:43:18:736',7,7.499954,1.056402,8.62602,8.558372,0.320425,3.421617,3.460962,0,0,0,1,0,0,0,0
454,'2024/02/21 17:43:18:771',7,7.07497,1.047104,8.609124,8.529885,0.315724,3.412929,3.457283,0,0,0,1,0,0,0,0
455,'2024/02/21 17:43:18:806',7,7.468715,1.072644,8.628965,8.566834,0.312193,3.456858,3.488383,0,0,0,1,0,0,0,0
456,'2024/02/21 17:43:18:835',7,7.344616,1.055666,8.629835,8.543167,0.310402,3.368413,3.394751,0,0,0,1,0,0,0,0
457,'2024/02/21 17:43:18:869',7,7.216719,1.079345,8.69261,8.601068,0.312009,3.429185,3.476832,0,0,0,1,0,0,0,0
458,'2024/02/21 17:43:18:904',7,7.42149,1.027206,8.686879,8.615446,0.321668,3.433825,3.47558,0,0,0,1,0,0,0,0
459,'2024/02/21 17:43:18:933',7,7.388563,1.025135,8.690267,8.627691,0.320737,3.443425,3.498707,0,0,0,1,0,0,0,0
460,'2024/02/21 17:43:18:968',7,7.467377,1.018984,8.740372,8.676969,0.332318,3.471144,3.509984,0,0,0,1,0,0,0,0
461,'2024/02/21 17:43:19:003',7,7.271992,1.020524,8.701242,8.608146,0.319133,3.452955,3.511177,0,0,0,1,0,0,0,0
462,'2024/02/21 17:43:19:038',7,7.5151,1.014265,8.760835,8.685814,0.327292,3.488285,3.531813,0,0,0,1,0,0,0,0
463,'2024/02/21 17:43:19:067',7,8.109055,1.0623,8.771826,8.703197,0.318532,3.448273,3.509469,0,0,0,1,0,0,0,0
464,'2024/02/21 17:43:19:102',7,7.890425,1.002081,8.694505,8.633627,0.316438,3.486905,3.52864,0,0,0,1,0,0,0,0
465,'2024/02/21 17:43:20:437',8,9.289574,1.373199,9.337313,9.253857,0.294863,3.085086,3.077511,0,0,0,1,0,0,0,0
466,'2024/02/21 17:43:20:472',8,9.551448,1.397057,9.375859,9.365895,0.286955,2.95845,2.9835,0,0,0,1,0,0,0,0
467,'2024/02/21 17:43:20:506',8,8.874794,1.445697,9.25402,9.235209,0.285223,3.003425,3.026777,0,0,0,1,0,0,0,0
468,'2024/02/21 17:43:20:535',8,8.71389,1.418527,9.233372,9.192439,0.287389,3.05601,3.060915,0,0,0,1,0,0,0,0
469,'2024/02/21 17:43:20:570',8,8.433446,1.387934,9.084805,9.035716,0.299721,3.156527,3.158615,0,0,0,1,0,0,0,0
470,'2024/02/21 17:43:20:605',8,8.654978,1.243902,9.052737,9.004424,0.312337,3.122357,3.134331,0,0,0,1,0,0,0,0
471,'2024/02/21 17:43:20:640',8,8.563262,1.270961,9.072941,9.034092,0.305041,3.192129,3.211116,0,0,0,1,0,0,0,0
472,'2024/02/21 17:43:20:669',8,8.709319,1.425946,9.072762,9.013245,0.329936,3.20835,3.217329,0,0,0,1,0,0,0,0
473,'2024/02/21 17:43:20:704',8,8.555946,0.980642,9.024239,8.976785,0.35373,3.253787,3.26368,0,0,0,1,0,0,0,0
474,'2024/02/21 17:43:20:739',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
475,'2024/02/21 17:43:20:767',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
476,'2024/02/21 17:43:20:849',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
477,'2024/02/21 17:43:20:901',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
478,'2024/02/21 17:43:20:960',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
479,'2024/02/21 17:43:21:011',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
480,'2024/02/21 17:43:21:070',8,8.317287,1.27796,9.001924,8.946421,0.346279,3.306012,3.325999,0,0,0,1,0,0,0,0
481,'2024/02/21 17:43:21:122',8,15.924085,3.006758,8.068149,8.056499,-0.138749,2.666194,2.713721,0,0,0,1,0,0,0,0
482,'2024/02/21 17:43:21:128',8,15.881496,2.542145,8.039236,8.018851,-0.146534,2.728947,2.785553,0,0,0,1,0,0,0,0
483,'2024/02/21 17:43:21:168',8,15.881496,2.542145,8.039236,8.018851,-0.146534,2.728947,2.785553,0,0,0,1,0,0,0,0
484,'2024/02/21 17:43:21:244',8,15.809536,2.260062,8.110789,8.078913,-0.138955,2.748962,2.777458,0,0,0,1,0,0,0,0
485,'2024/02/21 17:43:21:249',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
486,'2024/02/21 17:43:21:267',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
487,'2024/02/21 17:43:21:342',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
488,'2024/02/21 17:43:21:396',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
489,'2024/02/21 17:43:21:447',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
490,'2024/02/21 17:43:21:499',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
491,'2024/02/21 17:43:21:557',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
492,'2024/02/21 17:43:21:609',8,15.673004,2.808167,7.843823,7.810797,-0.136213,2.778704,2.833714,0,0,0,1,0,0,0,0
493,'2024/02/21 17:43:21:662',8,8.24903,1.264759,8.864137,8.853398,0.297475,3.253803,3.267842,0,0,0,1,0,0,0,0
494,'2024/02/21 17:43:21:667',8,8.110838,1.155081,9.104089,9.0625,0.31917,3.171029,3.197781,0,0,0,1,0,0,0,0
495,'2024/02/21 17:43:21:702',8,9.196518,0.930003,9.102227,9.053752,0.313824,3.51997,3.539082,0,0,0,1,0,0,0,0
496,'2024/02/21 17:43:21:731',8,11.709073,1.518739,9.15891,9.046983,0.292668,3.273444,3.303078,0,0,0,1,0,0,0,0
497,'2024/02/21 17:43:21:772',8,12.634477,1.142243,9.129478,9.038621,0.290475,3.345789,3.382648,0,0,0,1,0,0,0,0
498,'2024/02/21 17:43:21:801',8,12.188492,1.634562,9.212667,9.116933,0.286426,3.101883,3.149678,0,0,0,1,0,0,0,0
499,'2024/02/21 17:43:21:836',8,12.477142,1.615486,9.1277,9.059288,0.28147,3.249371,3.300339,0,0,0,1,0,0,0,0
500,'2024/02/21 17:43:21:871',8,12.981396,2.108063,9.020723,8.96417,0.268585,3.216614,3.270684,0,0,0,1,0,0,0,0
501,'2024/02/21 17:43:21:905',8,14.024076,2.858166,9.01197,8.99498,0.264352,3.076357,3.140066,0,0,0,1,0,0,0,0
502,'2024/02/21 17:43:21:934',8,14.531544,3.508732,8.808358,8.835732,0.250431,3.174477,3.226707,0,0,0,1,0,0,0,0
503,'2024/02/21 17:43:21:969',8,14.21774,1.67437,8.908965,8.918329,0.239949,3.175537,3.25498,0,0,0,1,0,0,0,0
504,'2024/02/21 17:43:22:004',8,14.271284,1.625952,9.030961,9.041335,0.230122,2.958067,3.044417,0,0,0,1,0,0,0,0
505,'2024/02/21 17:43:22:039',8,15.436607,1.362622,8.72558,8.691869,0.2225,3.194592,3.255257,0,0,0,1,0,0,0,0
506,'2024/02/21 17:43:22:068',8,15.97715,2.004953,9.038162,8.955883,0.193183,2.779858,2.847704,0,0,0,1,0,0,0,0
507,'2024/02/21 17:43:22:103',8,16.77194,1.075531,8.581923,8.491781,0.152893,3.021091,3.122743,0,0,0,1,0,0,0,0
508,'2024/02/21 17:43:22:138',8,16.517147,1.933548,8.845833,8.787671,0.109245,2.858049,2.908929,0,0,0,1,0,0,0,0
509,'2024/02/21 17:43:22:166',8,16.517147,1.933548,8.845833,8.787671,0.109245,2.858049,2.908929,0,0,0,1,0,0,0,0
510,'2024/02/21 17:43:22:254',8,16.77417,0.914687,8.705282,8.652973,0.113251,3.055113,3.072011,0,0,0,1,0,0,0,0
511,'2024/02/21 17:43:22:260',8,16.77417,0.914687,8.705282,8.652973,0.113251,3.055113,3.072011,0,0,0,1,0,0,0,0
512,'2024/02/21 17:43:22:349',8,16.77417,0.914687,8.705282,8.652973,0.113251,3.055113,3.072011,0,0,0,1,0,0,0,0
513,'2024/02/21 17:43:22:399',8,17.266659,1.867588,8.808116,8.705862,0.156426,3.159362,3.155039,0,0,0,1,0,0,0,0
514,'2024/02/21 17:43:22:405',8,17.208113,0.931191,8.951128,8.885358,0.13006,2.806853,2.848447,0,0,0,1,0,0,0,0
515,'2024/02/21 17:43:22:434',8,17.047873,0.883072,9.029928,8.962296,0.124493,2.945407,2.971612,0,0,0,1,0,0,0,0
516,'2024/02/21 17:43:22:468',8,16.79269,1.931517,9.012646,8.969915,0.079807,2.706808,2.735265,0,0,0,1,0,0,0,0
517,'2024/02/21 17:43:22:497',8,16.79269,1.931517,9.012646,8.969915,0.079807,2.706808,2.735265,0,0,0,1,0,0,0,0
518,'2024/02/21 17:43:22:579',8,17.210634,1.437005,8.791976,8.71792,0.158535,3.200087,3.206472,0,0,0,1,0,0,0,0
519,'2024/02/21 17:43:22:584',8,17.099733,0.862834,9.079257,9.017363,0.140971,2.776134,2.833132,0,0,0,1,0,0,0,0
520,'2024/02/21 17:43:22:596',8,17.035339,0.868962,8.97998,8.922849,0.138002,2.925498,2.992337,0,0,0,1,0,0,0,0
521,'2024/02/21 17:43:22:637',8,16.988708,0.889206,9.095749,9.032408,0.123734,2.818694,2.86888,0,0,0,1,0,0,0,0
522,'2024/02/21 17:43:22:666',8,16.722195,2.229813,8.988642,8.937517,0.082041,2.762924,2.808366,0,0,0,1,0,0,0,0
523,'2024/02/21 17:43:22:701',8,16.722195,2.229813,8.988642,8.937517,0.082041,2.762924,2.808366,0,0,0,1,0,0,0,0
524,'2024/02/21 17:43:22:776',8,17.230137,1.944406,8.667772,8.572291,0.16175,3.342983,3.360059,0,0,0,1,0,0,0,0
525,'2024/02/21 17:43:22:788',8,17.078392,0.978092,8.689732,8.606032,0.132904,3.242214,3.284453,0,0,0,1,0,0,0,0
526,'2024/02/21 17:43:22:799',8,16.888201,0.90891,8.770209,8.694263,0.1284,3.148963,3.202225,0,0,0,1,0,0,0,0
527,'2024/02/21 17:43:22:817',8,16.960365,1.046906,9.084222,9.002933,0.116005,2.743225,2.803203,0,0,0,1,0,0,0,0
528,'2024/02/21 17:43:38:049',9,12.266911,1.327729,7.494109,7.204161,0.159774,4.03365,4.047808,0,0,0,0,0,0,1,0
529,'2024/02/21 17:43:38:084',9,12.336941,1.330727,7.470932,7.177901,0.156164,4.066596,4.078193,0,0,0,0,0,0,1,0
530,'2024/02/21 17:43:38:119',9,12.432615,1.32665,7.423407,7.120314,0.15437,4.081603,4.090231,0,0,0,0,0,0,1,0
531,'2024/02/21 17:43:38:153',9,12.427111,1.296542,7.481713,7.178237,0.158567,4.037299,4.050747,0,0,0,0,0,0,1,0
532,'2024/02/21 17:43:38:183',9,12.566161,1.294031,7.493601,7.180296,0.157272,4.023965,4.033388,0,0,0,0,0,0,1,0
533,'2024/02/21 17:43:38:217',9,12.167968,1.276768,7.478296,7.171295,0.149455,4.029597,4.043698,0,0,0,0,0,0,1,0
534,'2024/02/21 17:43:38:252',9,12.478758,1.315459,7.486476,7.174288,0.151311,4.039754,4.055681,0,0,0,0,0,0,1,0
535,'2024/02/21 17:43:38:287',9,12.087211,1.300838,7.420443,7.115873,0.151302,4.05724,4.063254,0,0,0,0,0,0,1,0
536,'2024/02/21 17:43:38:316',9,12.461407,1.307025,7.464807,7.157763,0.153335,4.038956,4.049377,0,0,0,0,0,0,1,0
537,'2024/02/21 17:43:38:351',9,12.075213,1.286254,7.498478,7.196603,0.154649,4.058285,4.065811,0,0,0,0,0,0,1,0
538,'2024/02/21 17:43:38:386',9,12.227318,1.317816,7.489124,7.199987,0.155223,4.046885,4.064359,0,0,0,0,0,0,1,0
539,'2024/02/21 17:43:38:420',9,12.30954,1.310545,7.530718,7.234514,0.159637,4.010331,4.019649,0,0,0,0,0,0,1,0
540,'2024/02/21 17:43:38:455',9,12.145751,1.338765,7.40919,7.11828,0.158807,4.081708,4.088593,0,0,0,0,0,0,1,0
541,'2024/02/21 17:43:38:484',9,12.386236,1.328137,7.464807,7.181257,0.15768,4.080943,4.084489,0,0,0,0,0,0,1,0
542,'2024/02/21 17:43:38:519',9,12.211341,1.313991,7.41602,7.105115,0.154881,4.0509,4.052618,0,0,0,0,0,0,1,0
543,'2024/02/21 17:43:38:554',9,12.228398,1.329939,7.405025,7.104622,0.157929,4.089287,4.09242,0,0,0,0,0,0,1,0
544,'2024/02/21 17:43:38:589',9,12.454868,1.306664,7.412023,7.109565,0.163392,4.050832,4.044541,0,0,0,0,0,0,1,0
545,'2024/02/21 17:43:38:624',9,12.252094,1.308525,7.447234,7.143271,0.156414,4.047834,4.055336,0,0,0,0,0,0,1,0
546,'2024/02/21 17:43:38:653',9,12.113057,1.341271,7.437659,7.140387,0.157689,4.048459,4.048964,0,0,0,0,0,0,1,0
547,'2024/02/21 17:43:38:687',9,12.291293,1.324562,7.42536,7.124179,0.16242,4.126185,4.133898,0,0,0,0,0,0,1,0
548,'2024/02/21 17:43:38:722',9,11.972363,1.295597,7.424366,7.138195,0.157,4.027128,4.041944,0,0,0,0,0,0,1,0
549,'2024/02/21 17:43:38:753',9,12.501921,1.285756,7.500772,7.207932,0.157367,4.028995,4.050303,0,0,0,0,0,0,1,0
550,'2024/02/21 17:43:38:787',9,11.780828,1.312526,7.456488,7.152853,0.157107,4.053306,4.060809,0,0,0,0,0,0,1,0
551,'2024/02/21 17:43:38:821',9,12.479022,1.325712,7.465789,7.175139,0.157577,4.061375,4.075278,0,0,0,0,0,0,1,0
552,'2024/02/21 17:43:38:850',9,11.914764,1.323196,7.423287,7.116845,0.162837,4.097852,4.099483,0,0,0,0,0,0,1,0
553,'2024/02/21 17:43:38:885',9,12.544566,1.317436,7.487517,7.202565,0.163632,4.061206,4.074007,0,0,0,0,0,0,1,0
554,'2024/02/21 17:43:38:920',9,12.138837,1.372197,7.455845,7.137028,0.160181,4.145203,4.142424,0,0,0,0,0,0,1,0
555,'2024/02/21 17:43:38:955',9,12.365329,1.373241,7.48912,7.199219,0.160238,3.992447,4.00016,0,0,0,0,0,0,1,0
556,'2024/02/21 17:43:38:983',9,12.113399,1.403412,7.51606,7.190526,0.158502,4.109995,4.113348,0,0,0,0,0,0,1,0
557,'2024/02/21 17:43:39:018',9,12.500262,1.367058,7.519871,7.223088,0.15689,4.006579,4.018097,0,0,0,0,0,0,1,0
558,'2024/02/21 17:43:39:053',9,12.443732,1.368903,7.51573,7.195805,0.153271,4.030225,4.040967,0,0,0,0,0,0,1,0
559,'2024/02/21 17:43:39:088',9,12.419866,1.339621,7.466969,7.159884,0.155615,4.045716,4.060577,0,0,0,0,0,0,1,0
560,'2024/02/21 17:43:39:117',9,12.466978,1.350343,7.457218,7.140766,0.15372,4.040149,4.056444,0,0,0,0,0,0,1,0
561,'2024/02/21 17:43:39:152',9,12.331754,1.326667,7.495461,7.185298,0.155368,4.021976,4.040777,0,0,0,0,0,0,1,0
