@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
881,'2024/02/21 17:45:31:669',14,10.141746,1.061113,8.050159,8.002312,0.281141,3.988211,4.116967,0,0,0,1,-0.00081,0,0.135489,0
882,'2024/02/21 17:45:31:704',14,10.222272,1.0677,8.038695,7.99458,0.279527,4.065186,4.201433,0,0,0,1,-0.00081,0,0.135489,0
883,'2024/02/21 17:45:31:750',14,10.149411,1.092182,7.953891,7.895764,0.277031,3.982715,4.119304,0,0,0,1,-0.00081,0,0.135489,0
884,'2024/02/21 17:45:31:785',14,10.099843,1.064632,8.051834,7.990701,0.278033,4.041415,4.173551,0,0,0,1,-0.00081,0,0.135489,0
885,'2024/02/21 17:45:31:802',14,9.868476,1.068456,7.913086,7.879542,0.277293,4.063767,4.186439,0,0,0,1,-0.00081,0,0.135489,0
886,'2024/02/21 17:45:31:860',14,10.198736,1.048172,8.20813,8.135309,0.28225,3.831614,3.974009,0,0,0,1,-0.00081,0,0.135489,0
887,'2024/02/21 17:45:31:872',14,10.196061,1.096106,7.923724,7.878632,0.284425,4.083663,4.20424,0,0,0,1,-0.00081,0,0.135489,0
888,'2024/02/21 17:45:31:918',14,10.342237,1.048089,8.212067,8.131781,0.27916,3.851144,3.998931,0,0,0,1,-0.00081,0,0.135489,0
889,'2024/02/21 17:45:31:936',14,9.835613,1.070956,7.969607,7.93413,0.279751,3.996723,4.126262,0,0,0,1,-0.00081,0,0.135489,0
890,'2024/02/21 17:45:31:971',14,10.294399,1.067811,8.340665,8.25771,0.281433,3.880418,4.017798,0,0,0,1,-0.00081,0,0.135489,0
891,'2024/02/21 17:45:32:005',14,10.083325,1.052349,8.324881,8.305193,0.28479,4.022992,4.133594,0,0,0,1,-0.00081,0,0.135489,0
892,'2024/02/21 17:45:32:040',14,10.463905,1.12345,8.233583,8.166903,0.276764,4.011559,4.137847,0,0,0,1,-0.00081,0,0.135489,0
893,'2024/02/21 17:45:32:087',14,9.935435,1.066036,8.198879,8.153957,0.28099,4.118153,4.235468,0,0,0,1,-0.00081,0,0.135489,0
894,'2024/02/21 17:45:32:121',14,10.455352,1.103555,8.257197,8.203072,0.276841,4.017233,4.144447,0,0,0,1,-0.00081,0,0.135489,0
895,'2024/02/21 17:45:32:150',14,10.089396,1.097415,8.189066,8.149025,0.277894,4.066535,4.188746,0,0,0,1,-0.00081,0,0.135489,0
896,'2024/02/21 17:45:32:174',14,10.557951,1.119496,8.269406,8.208797,0.276847,4.029075,4.159074,0,0,0,1,-0.00081,0,0.135489,0
897,'2024/02/21 17:45:32:203',14,10.208551,1.121542,8.329453,8.274025,0.27592,3.99297,4.117981,0,0,0,1,-0.00081,0,0.135489,0
898,'2024/02/21 17:45:32:238',14,10.108225,1.131168,8.322547,8.250289,0.277256,4.001137,4.126847,0,0,0,1,-0.00081,0,0.135489,0
899,'2024/02/21 17:45:32:272',14,10.02073,1.078437,8.352408,8.310953,0.280967,3.984889,4.109164,0,0,0,1,-0.00081,0,0.135489,0
900,'2024/02/21 17:45:32:307',14,10.274939,1.136547,8.359032,8.2932,0.283612,3.974061,4.093674,0,0,0,1,-0.00081,0,0.135489,0
901,'2024/02/21 17:45:32:354',14,10.061285,1.067223,8.398647,8.345096,0.278094,3.954889,4.084795,0,0,0,1,-0.00081,0,0.135489,0
902,'2024/02/21 17:45:32:371',14,10.271932,1.151635,8.266685,8.20496,0.283529,3.985516,4.10313,0,0,0,1,-0.00081,0,0.135489,0
903,'2024/02/21 17:45:32:418',14,9.865767,1.031863,8.331386,8.285984,0.287264,3.993944,4.11313,0,0,0,1,-0.00081,0,0.135489,0
904,'2024/02/21 17:45:32:441',14,10.431134,1.065985,8.423977,8.373983,0.290525,3.908014,4.029156,0,0,0,1,-0.00081,0,0.135489,0
905,'2024/02/21 17:45:32:470',14,9.532968,1.008897,8.90061,8.892093,0.289979,3.585848,3.698013,0,0,0,1,-0.00081,0,0.135489,0
906,'2024/02/21 17:45:32:505',14,10.365396,1.030513,8.793305,8.735274,0.286349,3.56775,3.677606,0,0,0,1,-0.00081,0,0.135489,0
907,'2024/02/21 17:45:32:551',14,9.529353,0.983401,8.754706,8.729875,0.283395,3.698321,3.80474,0,0,0,1,-0.00081,0,0.135489,0
908,'2024/02/21 17:45:32:586',14,9.990442,1.063818,8.700384,8.653261,0.281699,3.656082,3.768605,0,0,0,1,-0.00081,0,0.135489,0
909,'2024/02/21 17:45:32:603',14,9.844039,0.989597,8.708996,8.66946,0.279445,3.642491,3.748658,0,0,0,1,-0.00081,0,0.135489,0
910,'2024/02/21 17:45:32:638',14,10.202985,1.031713,8.704453,8.641975,0.2868,3.691251,3.803052,0,0,0,1,-0.00081,0,0.135489,0
911,'2024/02/21 17:45:32:674',14,9.810423,0.993972,8.707027,8.670444,0.278628,3.618035,3.73298,0,0,0,1,-0.00081,0,0.135489,0
912,'2024/02/21 17:45:32:708',14,10.37126,1.034305,8.614918,8.558863,0.284705,3.718592,3.828035,0,0,0,1,-0.00081,0,0.135489,0
913,'2024/02/21 17:45:32:737',14,10.087661,1.010235,8.686788,8.654516,0.278499,3.633952,3.739252,0,0,0,1,-0.00081,0,0.135489,0
914,'2024/02/21 17:45:35:140',15,13.426606,1.165779,9.353488,9.304068,0.259058,3.329991,3.444168,0,0,0,1,-0.00081,0,0.135489,0
915,'2024/02/21 17:45:35:175',15,13.507955,1.19021,9.377549,9.313782,0.249623,3.331675,3.451126,0,0,0,1,-0.00081,0,0.135489,0
916,'2024/02/21 17:45:35:204',15,13.477336,1.142708,9.266397,9.22328,0.247455,3.386155,3.507069,0,0,0,1,-0.00081,0,0.135489,0
917,'2024/02/21 17:45:35:239',15,13.082682,1.144877,9.284442,9.245217,0.250068,3.356557,3.474473,0,0,0,1,-0.00081,0,0.135489,0
918,'2024/02/21 17:45:35:274',15,12.785542,1.155445,9.284186,9.259519,0.252615,3.325388,3.445272,0,0,0,1,-0.00081,0,0.135489,0
919,'2024/02/21 17:45:35:308',15,12.111602,1.100872,9.255477,9.247497,0.25068,3.319858,3.432293,0,0,0,1,-0.00081,0,0.135489,0
920,'2024/02/21 17:45:35:337',15,11.586575,1.090208,9.232444,9.246949,0.25142,3.280469,3.398561,0,0,0,1,-0.00081,0,0.135489,0
921,'2024/02/21 17:45:35:372',15,11.679861,1.09634,9.203628,9.213584,0.245418,3.250749,3.368809,0,0,0,1,-0.00081,0,0.135489,0
922,'2024/02/21 17:45:35:407',15,11.603935,1.114502,9.222614,9.227677,0.248257,3.25647,3.377925,0,0,0,1,-0.00081,0,0.135489,0
923,'2024/02/21 17:45:35:442',15,11.885789,1.101317,9.210096,9.223657,0.243344,3.244672,3.369742,0,0,0,1,-0.00081,0,0.135489,0
924,'2024/02/21 17:45:35:471',15,11.86956,1.082414,9.158851,9.166913,0.239132,3.288457,3.417049,0,0,0,1,-0.00081,0,0.135489,0
925,'2024/02/21 17:45:35:506',15,12.33921,1.112229,9.209055,9.203153,0.238624,3.292734,3.418575,0,0,0,1,-0.00081,0,0.135489,0
926,'2024/02/21 17:45:35:541',15,12.207539,1.103062,9.212617,9.206727,0.244273,3.309769,3.442067,0,0,0,1,-0.00081,0,0.135489,0
927,'2024/02/21 17:45:35:575',15,13.211136,1.126202,9.211668,9.182061,0.23859,3.314376,3.452233,0,0,0,1,-0.00081,0,0.135489,0
928,'2024/02/21 17:45:35:604',15,13.038672,1.130871,9.319328,9.272612,0.249105,3.330156,3.458745,0,0,0,1,-0.00081,0,0.135489,0
929,'2024/02/21 17:45:35:639',15,12.32771,1.087027,9.26631,9.237985,0.241217,3.300139,3.428268,0,0,0,1,-0.00081,0,0.135489,0
930,'2024/02/21 17:45:35:674',15,12.030101,1.110868,9.260131,9.250491,0.251773,3.220732,3.344861,0,0,0,1,-0.00081,0,0.135489,0
931,'2024/02/21 17:45:35:703',15,11.697273,1.054635,9.216059,9.215172,0.251233,3.293335,3.405175,0,0,0,1,-0.00081,0,0.135489,0
932,'2024/02/21 17:45:35:738',15,11.562508,1.100292,9.275905,9.285051,0.254722,3.256723,3.365894,0,0,0,1,-0.00081,0,0.135489,0
933,'2024/02/21 17:45:35:773',15,11.879895,1.077024,9.249399,9.253106,0.262139,3.232409,3.343524,0,0,0,1,-0.00081,0,0.135489,0
934,'2024/02/21 17:45:35:808',15,12.029085,1.109645,9.265059,9.253934,0.2639,3.24057,3.351325,0,0,0,1,-0.00081,0,0.135489,0
935,'2024/02/21 17:45:35:837',15,11.900127,1.080398,9.158929,9.154363,0.255,3.316232,3.423196,0,0,0,1,-0.00081,0,0.135489,0
936,'2024/02/21 17:45:35:871',15,12.292192,1.111732,9.221845,9.219405,0.261561,3.320844,3.426897,0,0,0,1,-0.00081,0,0.135489,0
937,'2024/02/21 17:45:35:906',15,11.892552,1.062619,9.193871,9.19341,0.258945,3.321716,3.432852,0,0,0,1,-0.00081,0,0.135489,0
938,'2024/02/21 17:45:35:941',15,13.157033,1.119542,9.267556,9.237563,0.261874,3.354318,3.458648,0,0,0,1,-0.00081,0,0.135489,0
939,'2024/02/21 17:45:35:970',15,13.102475,1.124889,9.227362,9.182938,0.256811,3.365011,3.467431,0,0,0,1,-0.00081,0,0.135489,0
940,'2024/02/21 17:45:36:006',15,13.077361,1.095545,9.349699,9.299839,0.265033,3.346585,3.444956,0,0,0,1,-0.00081,0,0.135489,0
941,'2024/02/21 17:45:36:040',15,13.164975,1.120514,9.330028,9.283891,0.252978,3.346284,3.458834,0,0,0,1,-0.00081,0,0.135489,0
942,'2024/02/21 17:45:36:075',15,13.110228,1.107185,9.352741,9.308716,0.264387,3.327296,3.430144,0,0,0,1,-0.00081,0,0.135489,0
943,'2024/02/21 17:45:36:104',15,12.965198,1.144802,9.375019,9.332634,0.250333,3.245875,3.371952,0,0,0,1,-0.00081,0,0.135489,0
944,'2024/02/21 17:45:39:639',16,8.041704,0.95731,9.212495,9.28688,0.237796,3.032727,3.132204,0,0,0,1,-0.00081,0,0.135489,0
945,'2024/02/21 17:45:39:674',16,8.084601,0.972096,9.160737,9.231819,0.233651,3.062959,3.16711,0,0,0,1,-0.00081,0,0.135489,0
946,'2024/02/21 17:45:39:703',16,8.092391,0.946156,9.308689,9.377496,0.240091,2.985321,3.080161,0,0,0,1,-0.00081,0,0.135489,0
947,'2024/02/21 17:45:39:738',16,8.072476,0.986725,9.267955,9.327596,0.231068,2.994375,3.09542,0,0,0,1,-0.00081,0,0.135489,0
948,'2024/02/21 17:45:39:767',16,7.98222,0.957635,9.312675,9.375688,0.237956,3.019297,3.113333,0,0,0,1,-0.00081,0,0.135489,0
949,'2024/02/21 17:45:39:801',16,7.941031,0.975733,9.307821,9.385865,0.233566,2.9744,3.068554,0,0,0,1,-0.00081,0,0.135489,0
950,'2024/02/21 17:45:39:836',16,7.92706,0.967915,9.266845,9.328326,0.232742,3.041345,3.140872,0,0,0,1,-0.00081,0,0.135489,0
951,'2024/02/21 17:45:39:871',16,7.923435,0.994728,9.249472,9.323046,0.234414,2.971528,3.077605,0,0,0,1,-0.00081,0,0.135489,0
952,'2024/02/21 17:45:39:906',16,7.984911,0.964769,9.237795,9.295345,0.231856,3.039623,3.142544,0,0,0,1,-0.00081,0,0.135489,0
953,'2024/02/21 17:45:39:935',16,7.965868,1.002278,9.229487,9.305047,0.23169,2.972496,3.081244,0,0,0,1,-0.00081,0,0.135489,0
954,'2024/02/21 17:45:39:970',16,7.956378,0.982893,9.277534,9.347068,0.233934,2.985556,3.095414,0,0,0,1,-0.00081,0,0.135489,0
955,'2024/02/21 17:45:40:005',16,7.90406,0.993943,9.261104,9.340317,0.234232,2.974623,3.090984,0,0,0,1,-0.00081,0,0.135489,0
956,'2024/02/21 17:45:40:039',16,7.88601,0.949693,9.309666,9.37769,0.235781,2.998256,3.099926,0,0,0,1,-0.00081,0,0.135489,0
957,'2024/02/21 17:45:40:068',16,7.924509,0.982489,9.183109,9.255069,0.226578,3.064219,3.16895,0,0,0,1,-0.00081,0,0.135489,0
958,'2024/02/21 17:45:40:103',16,7.950378,0.951662,9.189865,9.248034,0.225265,3.106359,3.216721,0,0,0,1,-0.00081,0,0.135489,0
959,'2024/02/21 17:45:40:138',16,7.961892,0.970284,9.223621,9.294602,0.230476,3.028803,3.135495,0,0,0,1,-0.00081,0,0.135489,0
960,'2024/02/21 17:45:40:173',16,7.959795,0.970836,9.153393,9.208088,0.223818,3.14265,3.264904,0,0,0,1,-0.00081,0,0.135489,0
961,'2024/02/21 17:45:40:202',16,7.898894,0.98813,9.157481,9.23268,0.229185,3.088321,3.190651,0,0,0,1,-0.00081,0,0.135489,0
962,'2024/02/21 17:45:40:237',16,7.915039,0.954462,9.079053,9.140994,0.222908,3.156449,3.255758,0,0,0,1,-0.00081,0,0.135489,0
963,'2024/02/21 17:45:40:272',16,7.945145,0.990448,9.142467,9.231102,0.23437,3.004489,3.108259,0,0,0,1,-0.00081,0,0.135489,0
964,'2024/02/21 17:45:40:306',16,7.894169,0.930513,9.111616,9.167492,0.227938,3.13934,3.244488,0,0,0,1,-0.00081,0,0.135489,0
965,'2024/02/21 17:45:40:335',16,8.132868,0.993572,9.165483,9.226627,0.225206,2.936827,3.061269,0,0,0,1,-0.00081,0,0.135489,0
966,'2024/02/21 17:45:40:370',16,7.979322,0.943673,9.139216,9.1919,0.229263,3.089405,3.19391,0,0,0,1,-0.00081,0,0.135489,0
967,'2024/02/21 17:45:40:405',16,7.991745,0.985337,9.096673,9.16856,0.227564,3.001823,3.109171,0,0,0,1,-0.00081,0,0.135489,0
968,'2024/02/21 17:45:40:434',16,8.064642,0.95095,9.049783,9.097391,0.22213,3.161362,3.278108,0,0,0,1,-0.00081,0,0.135489,0
969,'2024/02/21 17:45:40:469',16,8.031861,0.974888,9.110196,9.180537,0.233535,3.086983,3.193281,0,0,0,1,-0.00081,0,0.135489,0
970,'2024/02/21 17:45:40:504',16,7.942133,0.949051,9.08382,9.144685,0.232479,3.176332,3.28174,0,0,0,1,-0.00081,0,0.135489,0
971,'2024/02/21 17:45:40:539',16,7.978826,0.976119,9.092317,9.16433,0.231064,3.105817,3.208661,0,0,0,1,-0.00081,0,0.135489,0
972,'2024/02/21 17:45:40:575',16,7.903861,0.941568,9.114658,9.179457,0.231127,3.107872,3.211429,0,0,0,1,-0.00081,0,0.135489,0
973,'2024/02/21 17:45:40:602',16,7.919024,0.941902,9.1095,9.173949,0.233606,3.139482,3.245535,0,0,0,1,-0.00081,0,0.135489,0
974,'2024/02/21 17:45:40:637',16,7.805486,0.969734,9.135429,9.20069,0.231464,3.0843,3.191369,0,0,0,1,-0.00081,0,0.135489,0
975,'2024/02/21 17:45:40:666',16,7.883347,0.936674,9.126988,9.184254,0.228084,3.140934,3.244448,0,0,0,1,-0.00081,0,0.135489,0
976,'2024/02/21 17:45:40:707',16,7.912446,0.961448,9.151104,9.224442,0.229125,3.066593,3.170826,0,0,0,1,-0.00081,0,0.135489,0
977,'2024/02/21 17:45:40:736',16,7.88579,0.931458,9.126071,9.1882,0.233274,3.147429,3.245742,0,0,0,1,-0.00081,0,0.135489,0
978,'2024/02/21 17:45:40:771',16,7.811997,0.956545,9.076693,9.141437,0.230269,3.163117,3.257352,0,0,0,1,-0.00081,0,0.135489,0
979,'2024/02/21 17:45:40:806',16,7.854161,0.942765,9.125292,9.181962,0.233864,3.156714,3.254981,0,0,0,1,-0.00081,0,0.135489,0
980,'2024/02/21 17:45:40:835',16,7.884084,0.970571,9.110372,9.174776,0.227626,3.148094,3.251493,0,0,0,1,-0.00081,0,0.135489,0
981,'2024/02/21 17:45:40:869',16,7.870773,0.960059,9.158162,9.216435,0.230035,3.139026,3.235634,0,0,0,1,-0.00081,0,0.135489,0
982,'2024/02/21 17:45:40:899',16,7.826464,0.958596,9.137036,9.19278,0.229466,3.158431,3.259991,0,0,0,1,-0.00081,0,0.135489,0
983,'2024/02/21 17:45:40:933',16,7.86995,0.980337,9.134912,9.196575,0.226384,3.136483,3.24252,0,0,0,1,-0.00081,0,0.135489,0
984,'2024/02/21 17:45:40:968',16,7.883367,0.952854,9.19004,9.258921,0.234415,3.080505,3.182125,0,0,0,1,-0.00081,0,0.135489,0
985,'2024/02/21 17:51:20:794',17,14.355196,1.382952,7.592068,7.490259,0.087485,3.923411,3.9664,0,0,0,-0.001628,0.003117,0,1,0.154554
986,'2024/02/21 17:51:20:831',17,14.454395,1.357966,7.587436,7.477299,0.096475,3.908402,3.961535,0,0,0,-0.001628,0.003117,0,1,0.154554
987,'2024/02/21 17:51:20:863',17,14.344481,1.385431,7.613351,7.513044,0.088181,3.912163,3.961346,0,0,0,-0.001628,0.003117,0,1,0.154554
988,'2024/02/21 17:51:20:895',17,14.647754,1.412379,7.580347,7.464261,0.093443,3.906808,3.961504,0,0,0,-0.001628,0.003117,0,1,0.154554
989,'2024/02/21 17:51:20:927',17,14.538433,1.421645,7.578079,7.490351,0.08203,3.943698,3.994642,0,0,0,-0.001628,0.003117,0,1,0.154554
990,'2024/02/21 17:51:20:959',17,14.473695,1.393039,7.539407,7.440132,0.085988,3.935669,3.986511,0,0,0,-0.001628,0.003117,0,1,0.154554
991,'2024/02/21 17:51:20:996',17,14.410552,1.404983,7.644242,7.539835,0.072565,3.978469,4.025246,0,0,0,-0.001628,0.003117,0,1,0.154554
992,'2024/02/21 17:51:21:028',17,14.48747,1.391584,7.990706,7.886446,0.085712,3.741144,3.787512,0,0,0,-0.001628,0.003117,0,1,0.154554
993,'2024/02/21 17:51:21:060',17,14.509456,1.415193,8.261573,8.175251,0.074374,3.544857,3.577367,0,0,0,-0.001628,0.003117,0,1,0.154554
994,'2024/02/21 17:51:21:103',17,14.610146,1.375491,8.342366,8.255406,0.086173,3.57566,3.609761,0,0,0,-0.001628,0.003117,0,1,0.154554
995,'2024/02/21 17:51:21:130',17,14.39069,1.394815,8.387393,8.297838,0.081474,3.599528,3.635927,0,0,0,-0.001628,0.003117,0,1,0.154554
996,'2024/02/21 17:51:21:162',17,14.458497,1.359148,8.346286,8.244121,0.087237,3.640332,3.677726,0,0,0,-0.001628,0.003117,0,1,0.154554
997,'2024/02/21 17:51:21:194',17,14.2044,1.380091,8.397827,8.296094,0.084136,3.599905,3.636889,0,0,0,-0.001628,0.003117,0,1,0.154554
998,'2024/02/21 17:51:21:226',17,14.588392,1.405357,8.367187,8.268211,0.085089,3.651899,3.682439,0,0,0,-0.001628,0.003117,0,1,0.154554
999,'2024/02/21 17:51:21:263',17,14.358823,1.426058,8.361773,8.27765,0.081171,3.602825,3.624287,0,0,0,-0.001628,0.003117,0,1,0.154554
1000,'2024/02/21 17:51:21:300',17,14.467451,1.408265,8.38481,8.295555,0.084028,3.577996,3.609513,0,0,0,-0.001628,0.003117,0,1,0.154554
1001,'2024/02/21 17:51:21:332',17,14.362836,1.436284,8.380216,8.297298,0.077146,3.633898,3.666141,0,0,0,-0.001628,0.003117,0,1,0.154554
1002,'2024/02/21 17:51:21:359',17,14.404323,1.387817,8.410333,8.324304,0.087562,3.625231,3.659294,0,0,0,-0.001628,0.003117,0,1,0.154554
1003,'2024/02/21 17:51:21:396',17,14.227271,1.414431,8.430084,8.339948,0.081149,3.607764,3.642594,0,0,0,-0.001628,0.003117,0,1,0.154554
1004,'2024/02/21 17:51:21:434',17,14.627838,1.404205,8.411643,8.321148,0.087777,3.57763,3.603277,0,0,0,-0.001628,0.003117,0,1,0.154554
1005,'2024/02/21 17:51:21:460',17,14.481381,1.417608,8.435567,8.356303,0.085636,3.579744,3.605176,0,0,0,-0.001628,0.003117,0,1,0.154554
1006,'2024/02/21 17:51:21:492',17,14.464748,1.37111,8.404001,8.317853,0.094834,3.588969,3.616961,0,0,0,-0.001628,0.003117,0,1,0.154554
1007,'2024/02/21 17:51:21:530',17,14.343619,1.410584,8.426214,8.346224,0.082113,3.577346,3.604625,0,0,0,-0.001628,0.003117,0,1,0.154554
1008,'2024/02/21 17:51:21:572',17,14.510037,1.373893,8.449471,8.36646,0.092089,3.516559,3.549991,0,0,0,-0.001628,0.003117,0,1,0.154554
1009,'2024/02/21 17:51:21:594',17,14.406439,1.406674,8.501336,8.420382,0.092142,3.536471,3.563247,0,0,0,-0.001628,0.003117,0,1,0.154554
1010,'2024/02/21 17:51:21:626',17,14.566702,1.388867,8.467252,8.373905,0.095966,3.519738,3.555144,0,0,0,-0.001628,0.003117,0,1,0.154554
1011,'2024/02/21 17:51:21:663',17,14.412718,1.40108,8.464565,8.374928,0.0826,3.546103,3.582035,0,0,0,-0.001628,0.003117,0,1,0.154554
1012,'2024/02/21 17:51:21:695',17,14.662674,1.399935,8.458144,8.359474,0.089365,3.549379,3.582272,0,0,0,-0.001628,0.003117,0,1,0.154554
1013,'2024/02/21 17:51:21:727',17,14.606152,1.413135,8.387077,8.289307,0.085502,3.566184,3.606896,0,0,0,-0.001628,0.003117,0,1,0.154554
1014,'2024/02/21 17:51:21:759',17,14.633491,1.392639,8.419245,8.318759,0.095123,3.555755,3.58635,0,0,0,-0.001628,0.003117,0,1,0.154554
1015,'2024/02/21 17:51:21:796',17,14.569099,1.434765,8.338543,8.243691,0.081176,3.583986,3.622667,0,0,0,-0.001628,0.003117,0,1,0.154554
1016,'2024/02/21 17:51:21:828',17,14.73336,1.375159,8.382577,8.286178,0.093302,3.568168,3.603805,0,0,0,-0.001628,0.003117,0,1,0.154554
1017,'2024/02/21 17:51:21:866',17,14.501116,1.421507,8.330054,8.243692,0.073584,3.578202,3.613145,0,0,0,-0.001628,0.003117,0,1,0.154554
1018,'2024/02/21 17:51:21:898',17,14.749116,1.400737,8.362361,8.270027,0.083413,3.587913,3.613557,0,0,0,-0.001628,0.003117,0,1,0.154554
1019,'2024/02/21 17:51:21:930',17,14.557667,1.424266,8.345039,8.246586,0.080251,3.5982,3.635466,0,0,0,-0.001628,0.003117,0,1,0.154554
1020,'2024/02/21 17:51:21:962',17,14.65813,1.398871,8.346642,8.252223,0.086524,3.591846,3.61375,0,0,0,-0.001628,0.003117,0,1,0.154554
1021,'2024/02/21 17:51:21:999',17,14.539328,1.398226,8.315569,8.224575,0.078446,3.604433,3.631373,0,0,0,-0.001628,0.003117,0,1,0.154554
1022,'2024/02/21 17:51:22:031',17,14.773357,1.424152,8.335891,8.235113,0.082781,3.601168,3.627034,0,0,0,-0.001628,0.003117,0,1,0.154554
1023,'2024/02/21 17:51:22:063',17,14.63181,1.410387,8.31747,8.217721,0.081769,3.605231,3.632902,0,0,0,-0.001628,0.003117,0,1,0.154554
1024,'2024/02/21 17:51:22:095',17,14.731394,1.390434,8.305631,8.20499,0.083504,3.60157,3.629486,0,0,0,-0.001628,0.003117,0,1,0.154554
1025,'2024/02/21 17:51:22:127',17,14.471032,1.417716,8.343205,8.242283,0.081129,3.58681,3.612898,0,0,0,-0.001628,0.003117,0,1,0.154554
1026,'2024/02/21 17:51:22:159',17,14.78028,1.378809,8.316793,8.212626,0.089339,3.607496,3.630542,0,0,0,-0.001628,0.003117,0,1,0.154554
1027,'2024/02/21 17:51:22:196',17,14.475629,1.42896,8.354273,8.257281,0.086002,3.559437,3.581769,0,0,0,-0.001628,0.003117,0,1,0.154554
1028,'2024/02/21 17:51:22:228',17,14.651816,1.362363,8.35123,8.253391,0.095857,3.571398,3.585717,0,0,0,-0.001628,0.003117,0,1,0.154554
1029,'2024/02/21 17:51:25:770',18,14.91184,1.151633,7.977836,7.930315,-0.053296,3.657875,3.75851,0,0,0,-0.001628,0.003117,0,1,0.154554
1030,'2024/02/21 17:51:25:796',18,14.674097,1.141745,8.011881,7.966684,-0.051959,3.672794,3.766529,0,0,0,-0.001628,0.003117,0,1,0.154554
1031,'2024/02/21 17:51:25:823',18,14.834543,1.171821,8.015738,7.963014,-0.050774,3.665848,3.774292,0,0,0,-0.001628,0.003117,0,1,0.154554
1032,'2024/02/21 17:51:25:860',18,15.142099,1.186288,8.018139,7.975001,-0.046317,3.668372,3.7689,0,0,0,-0.001628,0.003117,0,1,0.154554
1033,'2024/02/21 17:51:25:898',18,15.179259,1.183571,8.036489,8.001101,-0.042822,3.673557,3.774681,0,0,0,-0.001628,0.003117,0,1,0.154554
1034,'2024/02/21 17:51:25:935',18,14.755136,1.171101,8.018505,7.975442,-0.051528,3.767388,3.853518,0,0,0,-0.001628,0.003117,0,1,0.154554
1035,'2024/02/21 17:51:25:962',18,14.642576,1.20412,8.014277,7.963477,-0.050828,3.734007,3.826342,0,0,0,-0.001628,0.003117,0,1,0.154554
1036,'2024/02/21 17:51:25:994',18,14.468019,1.165374,7.983291,7.934843,-0.052388,3.795733,3.890134,0,0,0,-0.001628,0.003117,0,1,0.154554
1037,'2024/02/21 17:51:26:031',18,14.563042,1.158382,7.979879,7.93731,-0.04659,3.765799,3.866719,0,0,0,-0.001628,0.003117,0,1,0.154554
1038,'2024/02/21 17:51:26:063',18,14.710624,1.153761,7.966093,7.929514,-0.042816,3.722292,3.824737,0,0,0,-0.001628,0.003117,0,1,0.154554
1039,'2024/02/21 17:51:26:095',18,14.563374,1.176773,8.040051,8.000508,-0.047887,3.687612,3.780233,0,0,0,-0.001628,0.003117,0,1,0.154554
1040,'2024/02/21 17:51:26:127',18,14.962063,1.177543,8.038071,8.006094,-0.034616,3.662088,3.778339,0,0,0,-0.001628,0.003117,0,1,0.154554
1041,'2024/02/21 17:51:26:164',18,14.778581,1.179026,8.058283,8.021891,-0.047933,3.670895,3.765331,0,0,0,-0.001628,0.003117,0,1,0.154554
1042,'2024/02/21 17:51:26:196',18,15.048232,1.215791,8.116643,8.077411,-0.041366,3.622794,3.733512,0,0,0,-0.001628,0.003117,0,1,0.154554
1043,'2024/02/21 17:51:26:228',18,14.597106,1.171436,8.094577,8.049358,-0.047854,3.648911,3.749246,0,0,0,-0.001628,0.003117,0,1,0.154554
1044,'2024/02/21 17:51:26:260',18,14.473737,1.18372,8.087317,8.0478,-0.044152,3.67865,3.784229,0,0,0,-0.001628,0.003117,0,1,0.154554
1045,'2024/02/21 17:51:26:298',18,14.678345,1.162594,8.099708,8.054444,-0.043817,3.617379,3.726694,0,0,0,-0.001628,0.003117,0,1,0.154554
1046,'2024/02/21 17:51:26:330',18,14.829971,1.198801,8.084926,8.04657,-0.039649,3.648515,3.753569,0,0,0,-0.001628,0.003117,0,1,0.154554
1047,'2024/02/21 17:51:26:362',18,14.247796,1.165499,8.184072,8.12958,-0.045058,3.652414,3.746355,0,0,0,-0.001628,0.003117,0,1,0.154554
1048,'2024/02/21 17:51:26:394',18,14.39196,1.17175,8.206882,8.155464,-0.030986,3.617639,3.726988,0,0,0,-0.001628,0.003117,0,1,0.154554
1049,'2024/02/21 17:51:26:426',18,14.500632,1.144381,8.162158,8.117212,-0.032546,3.673953,3.779208,0,0,0,-0.001628,0.003117,0,1,0.154554
1050,'2024/02/21 17:51:26:469',18,14.60485,1.176749,8.199695,8.148381,-0.030244,3.666366,3.78524,0,0,0,-0.001628,0.003117,0,1,0.154554
1051,'2024/02/21 17:51:26:495',18,14.548673,1.190829,8.195947,8.1506,-0.037279,3.644648,3.743029,0,0,0,-0.001628,0.003117,0,1,0.154554
1052,'2024/02/21 17:51:26:527',18,14.465672,1.136725,8.176069,8.134159,-0.033537,3.641463,3.741591,0,0,0,-0.001628,0.003117,0,1,0.154554
